patois,francese,italiano,audio
maleur,malchance,sfortuna,https://www.patoisvda.org/asset/0000055988.mp3
mamma,maman,mamma,https://www.patoisvda.org/asset/0000055992.mp3
mamma,mère,madre,https://www.patoisvda.org/asset/0000056149.mp3
mammagràn,grand-mère,nonna,https://www.patoisvda.org/asset/0000055728.mp3
man,main,mano,https://www.patoisvda.org/asset/0000055969.mp3
mancà (manqué),manqué (manquer),mancato (mancare),https://www.patoisvda.org/asset/0000065778.mp3
mancanse,absence,assenza,https://www.patoisvda.org/asset/0000052804.mp3
mandolì,amandier,mandorlo,https://www.patoisvda.org/asset/0000052934.mp3
mandolla,amande,mandorla,https://www.patoisvda.org/asset/0000052932.mp3
mandze,manche,manica,https://www.patoisvda.org/asset/0000055994.mp3
manifeste,affiche,manifesto,https://www.patoisvda.org/asset/0000052867.mp3
manqué,manquer,mancare,https://www.patoisvda.org/asset/0000065776.mp3
manté,cape,mantello,https://www.patoisvda.org/asset/0000054062.mp3
maou,mûr,maturo,https://www.patoisvda.org/asset/0000058446.mp3
maoura,mûre,mora,https://www.patoisvda.org/asset/0000056465.mp3
maourà (maouré),mûri (mûrir),maturato (maturare),https://www.patoisvda.org/asset/0000065811.mp3
maouré,mûrir,maturare,https://www.patoisvda.org/asset/0000065809.mp3
marèina,marraine,madrina,https://www.patoisvda.org/asset/0000090333.mp3
marendjón,goûter,merenda,https://www.patoisvda.org/asset/0000055712.mp3
marguitta,marguerite,margherita,https://www.patoisvda.org/asset/0000056007.mp3
marià (marié),marié (marier),sposato (sposare),https://www.patoisvda.org/asset/0000065784.mp3
mariadzo,noces,nozze,https://www.patoisvda.org/asset/0000056530.mp3
mariadzo,mariage,matrimonio,https://www.patoisvda.org/asset/0000056011.mp3
marié,marier,sposare,https://www.patoisvda.org/asset/0000065782.mp3
marmelada,confiture,marmellata,https://www.patoisvda.org/asset/0000054737.mp3
marmotta,marmotte,marmotta,https://www.patoisvda.org/asset/0000056013.mp3
mars,mars,marzo,https://www.patoisvda.org/asset/0000056017.mp3
martchà,marché,mercato,https://www.patoisvda.org/asset/0000056000.mp3
martelet,marteau,martello,https://www.patoisvda.org/asset/0000056019.mp3
martsà (martsé),marché (marcher),camminato (camminare),https://www.patoisvda.org/asset/0000090377.mp3
martse,marche,scalino (gradino),https://www.patoisvda.org/asset/0000056002.mp3
martsé,marcher,camminare,https://www.patoisvda.org/asset/0000065779.mp3
masón,maçon,muratore,https://www.patoisvda.org/asset/0000055959.mp3
masse,trousseau,mazzo,https://www.patoisvda.org/asset/0000090322.mp3
matelatse,matelas,materasso,https://www.patoisvda.org/asset/0000056025.mp3
mateun,matin,mattina,https://www.patoisvda.org/asset/0000056027.mp3
matsà (matsé),mâché (mâcher),masticato (masticare),https://www.patoisvda.org/asset/0000065769.mp3
ma,douleur,dolore,https://www.patoisvda.org/asset/0000055364.mp3
ma,mal,male,https://www.patoisvda.org/asset/0000055983.mp3
machina,voiture,macchina (automobile),https://www.patoisvda.org/asset/0000058004.mp3
machinna,machine,macchinario,https://www.patoisvda.org/asset/0000055955.mp3
macllo,mâle,maschio,https://www.patoisvda.org/asset/0000055990.mp3
macolla,grippe,influenza,https://www.patoisvda.org/asset/0000055742.mp3
madama,madame,signora,https://www.patoisvda.org/asset/0000055961.mp3
maenda,déjeuner (dîner),pranzo,https://www.patoisvda.org/asset/0000054946.mp3
magón,nostalgie,nostalgia,https://www.patoisvda.org/asset/0000056570.mp3
maille,pull,maglia,https://www.patoisvda.org/asset/0000057308.mp3
maladì,maladie,malattia,https://www.patoisvda.org/asset/0000055985.mp3
malado,malade,malato,https://www.patoisvda.org/asset/0000058266.mp3
maletta,sac,borsa,https://www.patoisvda.org/asset/0000057540.mp3
maleur,malchance,sfortuna,https://www.patoisvda.org/asset/0000055988.mp3
mamma,maman,mamma,https://www.patoisvda.org/asset/0000055992.mp3
mamma,mère,madre,https://www.patoisvda.org/asset/0000056149.mp3
mammagràn,grand-mère,nonna,https://www.patoisvda.org/asset/0000055728.mp3
man,main,mano,https://www.patoisvda.org/asset/0000055969.mp3
mancà (manqué),manqué (manquer),mancato (mancare),https://www.patoisvda.org/asset/0000065778.mp3
mancanse,absence,assenza,https://www.patoisvda.org/asset/0000052804.mp3
mandolì,amandier,mandorlo,https://www.patoisvda.org/asset/0000052934.mp3
mandolla,amande,mandorla,https://www.patoisvda.org/asset/0000052932.mp3
mandze,manche,manica,https://www.patoisvda.org/asset/0000055994.mp3
manifeste,affiche,manifesto,https://www.patoisvda.org/asset/0000052867.mp3
manqué,manquer,mancare,https://www.patoisvda.org/asset/0000065776.mp3
manté,cape,mantello,https://www.patoisvda.org/asset/0000054062.mp3
maou,mûr,maturo,https://www.patoisvda.org/asset/0000058446.mp3
maoura,mûre,mora,https://www.patoisvda.org/asset/0000056465.mp3
maourà (maouré),mûri (mûrir),maturato (maturare),https://www.patoisvda.org/asset/0000065811.mp3
maouré,mûrir,maturare,https://www.patoisvda.org/asset/0000065809.mp3
marèina,marraine,madrina,https://www.patoisvda.org/asset/0000090333.mp3
marendjón,goûter,merenda,https://www.patoisvda.org/asset/0000055712.mp3
marguitta,marguerite,margherita,https://www.patoisvda.org/asset/0000056007.mp3
marià (marié),marié (marier),sposato (sposare),https://www.patoisvda.org/asset/0000065784.mp3
mariadzo,noces,nozze,https://www.patoisvda.org/asset/0000056530.mp3
mariadzo,mariage,matrimonio,https://www.patoisvda.org/asset/0000056011.mp3
marié,marier,sposare,https://www.patoisvda.org/asset/0000065782.mp3
marmelada,confiture,marmellata,https://www.patoisvda.org/asset/0000054737.mp3
marmotta,marmotte,marmotta,https://www.patoisvda.org/asset/0000056013.mp3
mars,mars,marzo,https://www.patoisvda.org/asset/0000056017.mp3
martchà,marché,mercato,https://www.patoisvda.org/asset/0000056000.mp3
martelet,marteau,martello,https://www.patoisvda.org/asset/0000056019.mp3
martsà (martsé),marché (marcher),camminato (camminare),https://www.patoisvda.org/asset/0000090377.mp3
martse,marche,scalino (gradino),https://www.patoisvda.org/asset/0000056002.mp3
martsé,marcher,camminare,https://www.patoisvda.org/asset/0000065779.mp3
masón,maçon,muratore,https://www.patoisvda.org/asset/0000055959.mp3
masse,trousseau,mazzo,https://www.patoisvda.org/asset/0000090322.mp3
matelatse,matelas,materasso,https://www.patoisvda.org/asset/0000056025.mp3
mateun,matin,mattina,https://www.patoisvda.org/asset/0000056027.mp3
matsà (matsé),mâché (mâcher),masticato (masticare),https://www.patoisvda.org/asset/0000065769.mp3
matse,tache,macchia,https://www.patoisvda.org/asset/0000057734.mp3
matsé,mâcher,masticare,https://www.patoisvda.org/asset/0000065767.mp3
mazia,magie,magia,https://www.patoisvda.org/asset/0000055965.mp3
mécanisièn,mécanicien,meccanico,https://www.patoisvda.org/asset/0000056029.mp3
méchàn,méchant,cattivo,https://www.patoisvda.org/asset/0000058402.mp3
mécllà (mécllé),mélangé (mélanger),mischiato (mischiare),https://www.patoisvda.org/asset/0000065787.mp3
mécllé,mélanger,mescolare (mischiare),https://www.patoisvda.org/asset/0000065785.mp3
medeseun,médecin,medico,https://www.patoisvda.org/asset/0000056031.mp3
medesin-a,médecine,medicina,https://www.patoisvda.org/asset/0000056035.mp3
medesin-a,médicament,medicina,https://www.patoisvda.org/asset/0000056036.mp3
medzà (medzé),mangé (manger - réf. à l'homme),mangiato-uomini (mangiare - rif. all'uomo),https://www.patoisvda.org/asset/0000065772.mp3
medzé,manger (réf. à l' homme),mangiare,https://www.patoisvda.org/asset/0000065770.mp3
megnadzo,ménage,faccende,https://www.patoisvda.org/asset/0000056075.mp3
mégro,maigre,magro,https://www.patoisvda.org/asset/0000058344.mp3
mèi,mois,mese,https://www.patoisvda.org/asset/0000056261.mp3
mèinà,enfant,bambino,https://www.patoisvda.org/asset/0000055431.mp3
mèinà,fils,figlio,https://www.patoisvda.org/asset/0000055586.mp3
mèitchà,moitié,metà,https://www.patoisvda.org/asset/0000056268.mp3
mèizón quemin-a,mairie (maison communale),municipio,https://www.patoisvda.org/asset/0000090247.mp3
melet,mulet,mulo,https://www.patoisvda.org/asset/0000056451.mp3
memouére,mémoire,memoria,https://www.patoisvda.org/asset/0000056073.mp3
menejì,menuisier,falegname,https://www.patoisvda.org/asset/0000056136.mp3
meneutta,minute,minuto,https://www.patoisvda.org/asset/0000056239.mp3
menta,menthe,menta,https://www.patoisvda.org/asset/0000056085.mp3
mentèn,centre,centro,https://www.patoisvda.org/asset/0000054290.mp3
mentì,mentir,mentire,https://www.patoisvda.org/asset/0000065788.mp3
mentì (mentì),menti (mentir),mentito (mentire),https://www.patoisvda.org/asset/0000065790.mp3
mentón,menton,mento,https://www.patoisvda.org/asset/0000090249.mp3
mer,mer,mare,https://www.patoisvda.org/asset/0000056138.mp3
meriaou,miroir,specchio,https://www.patoisvda.org/asset/0000056243.mp3
mésadzo,message,messaggio,https://www.patoisvda.org/asset/0000056154.mp3
messa,messe,messa,https://www.patoisvda.org/asset/0000056164.mp3
métre,moniteur,istruttore,https://www.patoisvda.org/asset/0000056286.mp3
métre,mètre,metro,https://www.patoisvda.org/asset/0000056187.mp3
métre,mètre,metro,https://www.patoisvda.org/asset/0000056189.mp3
métre,maître,maestro,https://www.patoisvda.org/asset/0000055979.mp3
métressa,maîtresse,maestra,https://www.patoisvda.org/asset/0000055981.mp3
meur,mur,muro,https://www.patoisvda.org/asset/0000056459.mp3
meurga,maïs,granoturco,https://www.patoisvda.org/asset/0000055975.mp3
meusse,coucher du soleil,tramonto,https://www.patoisvda.org/asset/0000054769.mp3
mezatà (mezaté),réfléchi (réfléchir),riflettuto (riflettere),https://www.patoisvda.org/asset/0000065976.mp3
mezaté,réfléchir,riflettere,https://www.patoisvda.org/asset/0000065974.mp3
mezeucca,musique,musica,https://www.patoisvda.org/asset/0000056481.mp3
mezeura,mesure,misura,https://www.patoisvda.org/asset/0000056179.mp3
mezisièn,musicien,musicista,https://www.patoisvda.org/asset/0000056479.mp3
mi,mai,maggio,https://www.patoisvda.org/asset/0000055967.mp3
midzor,midi,mezzogiorno,https://www.patoisvda.org/asset/0000056195.mp3
mina,mine,aspetto,https://www.patoisvda.org/asset/0000056230.mp3
minite,minuit,mezzanotte,https://www.patoisvda.org/asset/0000056233.mp3
mistéro,mystère,mistero,https://www.patoisvda.org/asset/0000056485.mp3
na,nez,naso,https://www.patoisvda.org/asset/0000056520.mp3
nadzà (nadzé),nagé (nager),nuotato (nuotare),https://www.patoisvda.org/asset/0000065814.mp3
nadzé,nager,nuotare,https://www.patoisvda.org/asset/0000065812.mp3
nappa,nappe,tovaglia,https://www.patoisvda.org/asset/0000056489.mp3
nateura,nature,natura,https://www.patoisvda.org/asset/0000056497.mp3
nèi,neige,neve,https://www.patoisvda.org/asset/0000056500.mp3
nèisanse,naissance,nascita,https://www.patoisvda.org/asset/0000056487.mp3
nèissù (nétre),né (naître),nato (nascere),https://www.patoisvda.org/asset/0000065817.mp3
nèivre,neiger,nevicare,https://www.patoisvda.org/asset/0000065818.mp3
ner,noir,nero,https://www.patoisvda.org/asset/0000058644.mp3
nerfe,nerf,nervo,https://www.patoisvda.org/asset/0000056504.mp3
nétre,naître,nascere,https://www.patoisvda.org/asset/0000065815.mp3
nettéyà (nettéyé),nettoyé (nettoyer),pulito (pulire),https://www.patoisvda.org/asset/0000065823.mp3
nettéyé,nettoyer,pulire,https://www.patoisvda.org/asset/0000065821.mp3
nevaou,neveu,nipote,https://www.patoisvda.org/asset/0000056516.mp3
néyù (nèivre),neigé (neiger),nevicato (nevicare),https://www.patoisvda.org/asset/0000065820.mp3
nit,nid,nido,https://www.patoisvda.org/asset/0000056524.mp3
nite,nuit,notte,https://www.patoisvda.org/asset/0000056608.mp3
nite,soir,sera,https://www.patoisvda.org/asset/0000057673.mp3
nombro,nombre,numero,https://www.patoisvda.org/asset/0000056562.mp3
non,prénom,nome di battesimo,https://www.patoisvda.org/asset/0000057206.mp3
non,nom,nome,https://www.patoisvda.org/asset/0000056556.mp3
non de fameuille,nom de famille,cognome,https://www.patoisvda.org/asset/0000056560.mp3
notéro,notaire,notaio,https://www.patoisvda.org/asset/0000056580.mp3
nouazet,marron,marrone,https://www.patoisvda.org/asset/0000058654.mp3
nourì,nourrir,nutrire,https://www.patoisvda.org/asset/0000065824.mp3
nourì (nourì),nourri (nourrir),nutrito (nutrire),https://www.patoisvda.org/asset/0000065826.mp3
nourriteura,nourriture (des animaux),cibo (degli animali),
novalla,nouvelle,notizia,https://www.patoisvda.org/asset/0000056588.mp3
novembro,novembre,novembre,https://www.patoisvda.org/asset/0000056590.mp3
noyeur,noyer,noce,https://www.patoisvda.org/asset/0000056598.mp3
numéró,numéro,numero,https://www.patoisvda.org/asset/0000056612.mp3
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
na,nez,naso,https://www.patoisvda.org/asset/0000056520.mp3
nadzà (nadzé),nagé (nager),nuotato (nuotare),https://www.patoisvda.org/asset/0000065814.mp3
nadzé,nager,nuotare,https://www.patoisvda.org/asset/0000065812.mp3
nappa,nappe,tovaglia,https://www.patoisvda.org/asset/0000056489.mp3
nateura,nature,natura,https://www.patoisvda.org/asset/0000056497.mp3
nèi,neige,neve,https://www.patoisvda.org/asset/0000056500.mp3
nèisanse,naissance,nascita,https://www.patoisvda.org/asset/0000056487.mp3
nèissù (nétre),né (naître),nato (nascere),https://www.patoisvda.org/asset/0000065817.mp3
nèivre,neiger,nevicare,https://www.patoisvda.org/asset/0000065818.mp3
ner,noir,nero,https://www.patoisvda.org/asset/0000058644.mp3
nerfe,nerf,nervo,https://www.patoisvda.org/asset/0000056504.mp3
nétre,naître,nascere,https://www.patoisvda.org/asset/0000065815.mp3
nettéyà (nettéyé),nettoyé (nettoyer),pulito (pulire),https://www.patoisvda.org/asset/0000065823.mp3
nettéyé,nettoyer,pulire,https://www.patoisvda.org/asset/0000065821.mp3
nevaou,neveu,nipote,https://www.patoisvda.org/asset/0000056516.mp3
néyù (nèivre),neigé (neiger),nevicato (nevicare),https://www.patoisvda.org/asset/0000065820.mp3
nit,nid,nido,https://www.patoisvda.org/asset/0000056524.mp3
nite,nuit,notte,https://www.patoisvda.org/asset/0000056608.mp3
nite,soir,sera,https://www.patoisvda.org/asset/0000057673.mp3
nombro,nombre,numero,https://www.patoisvda.org/asset/0000056562.mp3
non,prénom,nome di battesimo,https://www.patoisvda.org/asset/0000057206.mp3
non,nom,nome,https://www.patoisvda.org/asset/0000056556.mp3
non de fameuille,nom de famille,cognome,https://www.patoisvda.org/asset/0000056560.mp3
notéro,notaire,notaio,https://www.patoisvda.org/asset/0000056580.mp3
nouazet,marron,marrone,https://www.patoisvda.org/asset/0000058654.mp3
nourì,nourrir,nutrire,https://www.patoisvda.org/asset/0000065824.mp3
nourì (nourì),nourri (nourrir),nutrito (nutrire),https://www.patoisvda.org/asset/0000065826.mp3
nourriteura,nourriture (des animaux),cibo (degli animali),
novalla,nouvelle,notizia,https://www.patoisvda.org/asset/0000056588.mp3
novembro,novembre,novembre,https://www.patoisvda.org/asset/0000056590.mp3
noyeur,noyer,noce,https://www.patoisvda.org/asset/0000056598.mp3
numéró,numéro,numero,https://www.patoisvda.org/asset/0000056612.mp3
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
numéró,,,
obéì,obéir,obbedire,https://www.patoisvda.org/asset/0000065827.mp3
obéì (obéì),obéi (obéir),obbedito (obbedire),https://www.patoisvda.org/asset/0000065829.mp3
obledzà (obledzé),obligé (obliger),obbligato (obbligare),https://www.patoisvda.org/asset/0000065832.mp3
obledzé,obliger,obbligare,https://www.patoisvda.org/asset/0000065830.mp3
occa,oie,oca,https://www.patoisvda.org/asset/0000056648.mp3
occajón,occasion,occasione,https://www.patoisvda.org/asset/0000056624.mp3
occupà (occupé),occupé (occuper),occupato (occupare),https://www.patoisvda.org/asset/0000065835.mp3
occupé,occuper,occupare,https://www.patoisvda.org/asset/0000065833.mp3
offer (offrì),offert (offrir),offerto (offrire),https://www.patoisvda.org/asset/0000065838.mp3
olivva,olive,oliva,https://www.patoisvda.org/asset/0000056660.mp3
ommo,homme,uomo,https://www.patoisvda.org/asset/0000055778.mp3
ommo,mari,marito,https://www.patoisvda.org/asset/0000056009.mp3
onclle,oncle,zio,https://www.patoisvda.org/asset/0000056672.mp3
onlle,ongle,unghia,https://www.patoisvda.org/asset/0000056676.mp3
or,or,oro,https://www.patoisvda.org/asset/0000056682.mp3
oradzo,orage,tempesta,https://www.patoisvda.org/asset/0000056686.mp3
oranje,orange,arancione,https://www.patoisvda.org/asset/0000058619.mp3
ordre,ordre,ordine,https://www.patoisvda.org/asset/0000056694.mp3
ordzo,orge,orzo,https://www.patoisvda.org/asset/0000090257.mp3
organizà (organizé),organisé (organiser),organizzato (organizzare),https://www.patoisvda.org/asset/0000065841.mp3
organizé,organiser,organizzare,https://www.patoisvda.org/asset/0000065839.mp3
orgue,accordéon,fisarmonica,https://www.patoisvda.org/asset/0000052819.mp3
orgueui,orgueil,orgoglio,https://www.patoisvda.org/asset/0000056771.mp3
orolodzo,horloge,orologio,https://www.patoisvda.org/asset/0000055788.mp3
Oroppa,Europe,Europa,https://www.patoisvda.org/asset/0000055505.mp3
ortia,ortie,ortica,https://www.patoisvda.org/asset/0000056773.mp3
otel,auberge,albergo,https://www.patoisvda.org/asset/0000053132.mp3
otobre,octobre,ottobre,https://www.patoisvda.org/asset/0000056630.mp3
otonomia,autonomie,autonomia,https://www.patoisvda.org/asset/0000053136.mp3
otoroute,autoroute,autostrada,https://www.patoisvda.org/asset/0000053138.mp3
ou,œuf,uovo,https://www.patoisvda.org/asset/0000056642.mp3
oublià (oublié),oublié (oublier),dimenticato (dimenticare),https://www.patoisvda.org/asset/0000065844.mp3
oublié,oublier,dimenticare,https://www.patoisvda.org/asset/0000065842.mp3
ouillo,huile,olio,https://www.patoisvda.org/asset/0000055792.mp3
oumbra,ombre,ombra,https://www.patoisvda.org/asset/0000056666.mp3
ourse,ours,orso,https://www.patoisvda.org/asset/0000056777.mp3
ousse,os,osso,https://www.patoisvda.org/asset/0000056775.mp3
ouva,vent,vento,https://www.patoisvda.org/asset/0000057938.mp3
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
obéì,obéir,obbedire,https://www.patoisvda.org/asset/0000065827.mp3
obéì (obéì),obéi (obéir),obbedito (obbedire),https://www.patoisvda.org/asset/0000065829.mp3
obledzà (obledzé),obligé (obliger),obbligato (obbligare),https://www.patoisvda.org/asset/0000065832.mp3
obledzé,obliger,obbligare,https://www.patoisvda.org/asset/0000065830.mp3
occa,oie,oca,https://www.patoisvda.org/asset/0000056648.mp3
occajón,occasion,occasione,https://www.patoisvda.org/asset/0000056624.mp3
occupà (occupé),occupé (occuper),occupato (occupare),https://www.patoisvda.org/asset/0000065835.mp3
occupé,occuper,occupare,https://www.patoisvda.org/asset/0000065833.mp3
offer (offrì),offert (offrir),offerto (offrire),https://www.patoisvda.org/asset/0000065838.mp3
olivva,olive,oliva,https://www.patoisvda.org/asset/0000056660.mp3
ommo,homme,uomo,https://www.patoisvda.org/asset/0000055778.mp3
ommo,mari,marito,https://www.patoisvda.org/asset/0000056009.mp3
onclle,oncle,zio,https://www.patoisvda.org/asset/0000056672.mp3
onlle,ongle,unghia,https://www.patoisvda.org/asset/0000056676.mp3
or,or,oro,https://www.patoisvda.org/asset/0000056682.mp3
oradzo,orage,tempesta,https://www.patoisvda.org/asset/0000056686.mp3
oranje,orange,arancione,https://www.patoisvda.org/asset/0000058619.mp3
ordre,ordre,ordine,https://www.patoisvda.org/asset/0000056694.mp3
ordzo,orge,orzo,https://www.patoisvda.org/asset/0000090257.mp3
organizà (organizé),organisé (organiser),organizzato (organizzare),https://www.patoisvda.org/asset/0000065841.mp3
organizé,organiser,organizzare,https://www.patoisvda.org/asset/0000065839.mp3
orgue,accordéon,fisarmonica,https://www.patoisvda.org/asset/0000052819.mp3
orgueui,orgueil,orgoglio,https://www.patoisvda.org/asset/0000056771.mp3
orolodzo,horloge,orologio,https://www.patoisvda.org/asset/0000055788.mp3
Oroppa,Europe,Europa,https://www.patoisvda.org/asset/0000055505.mp3
ortia,ortie,ortica,https://www.patoisvda.org/asset/0000056773.mp3
otel,auberge,albergo,https://www.patoisvda.org/asset/0000053132.mp3
otobre,octobre,ottobre,https://www.patoisvda.org/asset/0000056630.mp3
otonomia,autonomie,autonomia,https://www.patoisvda.org/asset/0000053136.mp3
otoroute,autoroute,autostrada,https://www.patoisvda.org/asset/0000053138.mp3
ou,œuf,uovo,https://www.patoisvda.org/asset/0000056642.mp3
oublià (oublié),oublié (oublier),dimenticato (dimenticare),https://www.patoisvda.org/asset/0000065844.mp3
oublié,oublier,dimenticare,https://www.patoisvda.org/asset/0000065842.mp3
ouillo,huile,olio,https://www.patoisvda.org/asset/0000055792.mp3
oumbra,ombre,ombra,https://www.patoisvda.org/asset/0000056666.mp3
ourse,ours,orso,https://www.patoisvda.org/asset/0000056777.mp3
ousse,os,osso,https://www.patoisvda.org/asset/0000056775.mp3
ouva,vent,vento,https://www.patoisvda.org/asset/0000057938.mp3
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
ouva,,,
pa,pas,passo,https://www.patoisvda.org/asset/0000056845.mp3
pachense,patience,pazienza,https://www.patoisvda.org/asset/0000056857.mp3
pachón,passion,passione,https://www.patoisvda.org/asset/0000056849.mp3
padze,page,pagina,https://www.patoisvda.org/asset/0000056785.mp3
paì,pays,paese,https://www.patoisvda.org/asset/0000056865.mp3
paille,paille,paglia,https://www.patoisvda.org/asset/0000056787.mp3
paizadzo,paysage,paesaggio,https://www.patoisvda.org/asset/0000056867.mp3
pal,poteau,palo,https://www.patoisvda.org/asset/0000057164.mp3
palet,palet,palet,https://www.patoisvda.org/asset/0000056793.mp3
pan,pain,pane,https://www.patoisvda.org/asset/0000056789.mp3
panel,panneau (pancarte),cartello,https://www.patoisvda.org/asset/0000056799.mp3
panse,ventre (de l'animal),pancia (dell'animale),https://www.patoisvda.org/asset/0000057944.mp3
pantalón,pantalon,pantaloni,https://www.patoisvda.org/asset/0000056801.mp3
pantoufla,pantoufle,pantofola,https://www.patoisvda.org/asset/0000056803.mp3
paouta,boue,fango,https://www.patoisvda.org/asset/0000090242.mp3
papì,papier,carta,https://www.patoisvda.org/asset/0000056813.mp3
pappa,papa,papà,https://www.patoisvda.org/asset/0000056805.mp3
pappagràn,grand-père,nonno,https://www.patoisvda.org/asset/0000055730.mp3
Paque,Pâques,Pasqua,https://www.patoisvda.org/asset/0000056817.mp3
paquet,paquet,pacco,https://www.patoisvda.org/asset/0000056819.mp3
paquette,colis,pacco,https://www.patoisvda.org/asset/0000054719.mp3
paradì,paradis,paradiso,https://www.patoisvda.org/asset/0000056821.mp3
parapleu,parapluie,ombrello,https://www.patoisvda.org/asset/0000056823.mp3
pare,père,padre,https://www.patoisvda.org/asset/0000056941.mp3
parèn,parents,genitori,https://www.patoisvda.org/asset/0000056827.mp3
parèn,parrain,padrino,https://www.patoisvda.org/asset/0000056840.mp3
parfeun,parfum,profumo,https://www.patoisvda.org/asset/0000056831.mp3
parolla,parole,parola,https://www.patoisvda.org/asset/0000056838.mp3
parque,parc,parco,https://www.patoisvda.org/asset/0000090259.mp3
partadzà (partadzé),partagé (partager),spartito (spartire),https://www.patoisvda.org/asset/0000065856.mp3
partadzé,partager,spartire,https://www.patoisvda.org/asset/0000065854.mp3
partensa,départ,partenza,https://www.patoisvda.org/asset/0000054958.mp3
partì,partir,partire,https://www.patoisvda.org/asset/0000065857.mp3
partì (partì),parti (partir),partito (partire),https://www.patoisvda.org/asset/0000065859.mp3
partia,match,partita,https://www.patoisvda.org/asset/0000056023.mp3
partia,partie,parte,https://www.patoisvda.org/asset/0000056842.mp3
pasadzo,passage,passaggio,https://www.patoisvda.org/asset/0000056847.mp3
passà (passé),passé (passer),passato (passare),https://www.patoisvda.org/asset/0000065862.mp3
passé,passer,passare,https://www.patoisvda.org/asset/0000065860.mp3
pasteuille,pastille,pastiglia,https://www.patoisvda.org/asset/0000056851.mp3
pata,pâte,pasta,https://www.patoisvda.org/asset/0000090261.mp3
pate,pâtes,pasta,https://www.patoisvda.org/asset/0000056855.mp3
pateun,serpillière,strofinaccio,https://www.patoisvda.org/asset/0000057631.mp3
pateun,torchon,straccio,https://www.patoisvda.org/asset/0000057825.mp3
patoué,francoprovençal,francoprovenzale,https://www.patoisvda.org/asset/0000090352.mp3
patoué,dialecte,dialetto,https://www.patoisvda.org/asset/0000055039.mp3
patrasse,chiffon,straccio,https://www.patoisvda.org/asset/0000090324.mp3
patrón,patron,padrone,https://www.patoisvda.org/asset/0000090262.mp3
patse,pacte,patto,https://www.patoisvda.org/asset/0000056783.mp3
patta,patte,zampa,https://www.patoisvda.org/asset/0000056861.mp3
pa,pas,passo,https://www.patoisvda.org/asset/0000056845.mp3
pachense,patience,pazienza,https://www.patoisvda.org/asset/0000056857.mp3
pachón,passion,passione,https://www.patoisvda.org/asset/0000056849.mp3
padze,page,pagina,https://www.patoisvda.org/asset/0000056785.mp3
paì,pays,paese,https://www.patoisvda.org/asset/0000056865.mp3
paille,paille,paglia,https://www.patoisvda.org/asset/0000056787.mp3
paizadzo,paysage,paesaggio,https://www.patoisvda.org/asset/0000056867.mp3
pal,poteau,palo,https://www.patoisvda.org/asset/0000057164.mp3
palet,palet,palet,https://www.patoisvda.org/asset/0000056793.mp3
pan,pain,pane,https://www.patoisvda.org/asset/0000056789.mp3
panel,panneau (pancarte),cartello,https://www.patoisvda.org/asset/0000056799.mp3
panse,ventre (de l'animal),pancia (dell'animale),https://www.patoisvda.org/asset/0000057944.mp3
pantalón,pantalon,pantaloni,https://www.patoisvda.org/asset/0000056801.mp3
pantoufla,pantoufle,pantofola,https://www.patoisvda.org/asset/0000056803.mp3
